Street,City,State,neighborhood_name,crime_rate
1054401 Alison Bridge,Stamford,CT,Downtown Stamford,9.4
190608 Santos Stream,Stamford,CT,East Hartford,2.7
1224636 Elm Circle,Stamford,CT,South Norwalk,7.0
955854 Omar Park,Jersey City,CT,Downtown Stamford,9.4
1465625 Pine Drive,Jersey City,CT,East Hartford,2.7
881576 Alison Bridge,Stamford,CT,Downtown New London,3.2
1613274 Cedar Lane,Stamford,CT,Downtown New London,3.2
1605846 Oak Avenue,Stamford,CT,North New Haven,7.1
649773 Pine Drive,New York,NY,North Staten Island,2.0
688800 Maple Street,New York,NY,Lower East Side,6.8
1292689 Cedar Lane,New York,NY,Downtown Brooklyn,4.8
292668 Maple Street,Newark,CT,Downtown Stamford,9.4
927333 Dawson Terrace,Newark,CT,East Hartford,2.7
161664 Maple Street,Waterbury,CT,North New Haven,7.1
503815 Pine Drive,New York,NY,Downtown Brooklyn,4.8
731724 Oak Avenue,New York,NY,North Staten Island,2.0
1614459 Santos Stream,Elizabeth,NJ,Mid New Brunswick,7.6
1282880 Santos Stream,Waterbury,CT,East Hartford,2.7
658710 Cedar Lane,Waterbury,CT,Downtown New London,3.2
927810 Santos Stream,Waterbury,CT,Downtown Stamford,9.4
1225975 Cedar Lane,Rochester,CT,North New Haven,7.1
722484 Pine Drive,Waterbury,CT,North New Haven,7.1
233634 Cedar Lane,Elizabeth,NJ,Downtown Camden,1.3
782628 Pine Drive,Elizabeth,NJ,Mid New Brunswick,7.6
679695 Maple Street,Elizabeth,NJ,East Elizabeth,4.5
393472 Oak Avenue,Syracuse,CT,East Hartford,2.7
118790 Maple Street,Syracuse,CT,North New Haven,7.1
237720 Alison Bridge,Rochester,CT,Downtown Stamford,9.4
23786 Alison Bridge,Rochester,CT,Downtown New London,3.2
737800 Cedar Lane,Albany,CT,East Hartford,2.7
1041012 Alison Bridge,Albany,CT,North New Haven,7.1
297850 Chad Valley,Albany,CT,East Hartford,2.7
751023 Omar Park,Rochester,CT,Downtown New London,3.2
1133160 Pine Drive,Rochester,CT,Downtown New London,3.2
736560 Elm Circle,Rochester,CT,Downtown New London,3.2
921240 Pine Drive,Waterbury,CT,Downtown Stamford,9.4
578673 Dawson Terrace,Waterbury,CT,Downtown Stamford,9.4
280112 Alison Bridge,Newark,CT,North New Haven,7.1
1175792 Santos Stream,Newark,CT,North New Haven,7.1
1624500 Omar Park,Buffalo,NY,East Bronx,5.7
862344 Cedar Lane,Buffalo,NY,Downtown Manhattan,1.7
1006656 Oak Avenue,Buffalo,NY,South Bronx,3.6
417972 Elm Circle,Newark,CT,North New Haven,7.1
85700 Elm Circle,Newark,CT,Downtown Stamford,9.4
238385 Omar Park,Waterbury,CT,Downtown Stamford,9.4
53196 Santos Stream,Waterbury,CT,South Norwalk,7.0
980407 Maple Street,Syracuse,CT,South Norwalk,7.0
307522 Santos Stream,Syracuse,CT,South Norwalk,7.0
221751 Dawson Terrace,Elizabeth,NJ,East Elizabeth,4.5
567600 Santos Stream,New York,NY,Midtown East,2.1
1237399 Pine Drive,Elizabeth,NJ,East Elizabeth,4.5
747348 Elm Circle,Elizabeth,NJ,Downtown Camden,1.3
466933 Chad Valley,Elizabeth,NJ,Downtown Camden,1.3
1580908 Oak Avenue,Stamford,CT,North New Haven,7.1
1699125 Maple Street,Newark,CT,Downtown Stamford,9.4
1480908 Santos Stream,Newark,CT,South Norwalk,7.0
143341 Chad Valley,New York,NY,Midtown East,2.1
1057536 Omar Park,Waterbury,CT,South Norwalk,7.0
895622 Chad Valley,Waterbury,CT,South Norwalk,7.0
1441090 Maple Street,Waterbury,CT,Downtown Stamford,9.4
1074951 Alison Bridge,Paterson,CT,Downtown New London,3.2
1702556 Santos Stream,Paterson,CT,South Norwalk,7.0
45058 Cedar Lane,Paterson,CT,Downtown New London,3.2
475116 Omar Park,Buffalo,NY,South Staten Island,6.3
1124280 Cedar Lane,Buffalo,NY,Northern Queens,9.3
248248 Oak Avenue,Stamford,CT,East Hartford,2.7
1288854 Omar Park,Stamford,CT,Downtown New London,3.2
1644148 Maple Street,Hartford,CT,East Hartford,2.7
1318162 Cedar Lane,Trenton,CT,Downtown New London,3.2
1124040 Maple Street,Trenton,CT,South Norwalk,7.0
107942 Elm Circle,Trenton,CT,Downtown New London,3.2
254332 Pine Drive,Paterson,CT,Downtown Stamford,9.4
599592 Dawson Terrace,Paterson,CT,South Norwalk,7.0
1367296 Maple Street,Elizabeth,NJ,South Trenton,1.0
342020 Pine Drive,Elizabeth,NJ,South Trenton,1.0
522054 Cedar Lane,Bridgeport,CT,South Norwalk,7.0
111808 Pine Drive,Bridgeport,CT,North New Haven,7.1
1534744 Dawson Terrace,Waterbury,CT,Downtown Stamford,9.4
342804 Oak Avenue,Waterbury,CT,North New Haven,7.1
1093750 Cedar Lane,Waterbury,CT,East Hartford,2.7
598842 Maple Street,Hartford,CT,East Hartford,2.7
616704 Santos Stream,Bridgeport,CT,South Norwalk,7.0
1717940 Maple Street,Bridgeport,CT,Downtown Stamford,9.4
45604 Cedar Lane,Bridgeport,CT,Downtown New London,3.2
191295 Oak Avenue,Bridgeport,CT,Downtown Stamford,9.4
309056 Chad Valley,Bridgeport,CT,Downtown Stamford,9.4
363699 Alison Bridge,Newark,CT,Downtown New London,3.2
907128 Alison Bridge,Newark,CT,Downtown Stamford,9.4
555844 Cedar Lane,Paterson,CT,East Hartford,2.7
547360 Maple Street,Paterson,CT,Downtown Stamford,9.4
1037229 Chad Valley,Paterson,CT,East Hartford,2.7
1552322 Cedar Lane,New York,NY,Midtown East,2.1
1572596 Maple Street,New York,NY,Upper West Side,7.7
1374156 Cedar Lane,New York,NY,Lower East Side,6.8
63540 Elm Circle,Albany,CT,East Hartford,2.7
1449886 Oak Avenue,Albany,CT,North New Haven,7.1
595479 Dawson Terrace,Albany,CT,Downtown New London,3.2
482664 Maple Street,Bridgeport,CT,South Norwalk,7.0
1231224 Chad Valley,Bridgeport,CT,East Hartford,2.7
1605390 Pine Drive,Bridgeport,CT,North New Haven,7.1
1494724 Maple Street,Syracuse,CT,Downtown New London,3.2
517424 Dawson Terrace,Syracuse,CT,Downtown Stamford,9.4
735795 Dawson Terrace,Syracuse,CT,East Hartford,2.7
1234704 Alison Bridge,Bridgeport,CT,Downtown Stamford,9.4
324825 Oak Avenue,Bridgeport,CT,Downtown New London,3.2
497280 Alison Bridge,Stamford,CT,East Hartford,2.7
954249 Cedar Lane,Stamford,CT,Downtown New London,3.2
519176 Maple Street,Albany,CT,South Norwalk,7.0
1631343 Santos Stream,Albany,CT,Downtown Stamford,9.4
126380 Alison Bridge,Albany,CT,Downtown Stamford,9.4
1423019 Dawson Terrace,Bridgeport,CT,North New Haven,7.1
507870 Santos Stream,Elizabeth,NJ,East Elizabeth,4.5
276365 Omar Park,Elizabeth,NJ,Downtown Camden,1.3
881296 Pine Drive,Elizabeth,NJ,Downtown Camden,1.3
139230 Santos Stream,New York,NY,North Staten Island,2.0
1307352 Dawson Terrace,New York,NY,South Bronx,3.6
416371 Oak Avenue,Rochester,CT,North New Haven,7.1
763476 Maple Street,Rochester,CT,Downtown New London,3.2
1177162 Pine Drive,Rochester,CT,Downtown New London,3.2
959440 Cedar Lane,Bridgeport,CT,East Hartford,2.7
37611 Pine Drive,Bridgeport,CT,East Hartford,2.7
1440768 Omar Park,Bridgeport,CT,Downtown New London,3.2
1726659 Oak Avenue,Bridgeport,CT,North New Haven,7.1
321126 Maple Street,Elizabeth,NJ,East Elizabeth,4.5
1604730 Oak Avenue,New Haven,CT,Downtown Stamford,9.4
1661300 Elm Circle,New Haven,CT,East Hartford,2.7
1428615 Maple Street,New Haven,CT,North New Haven,7.1
339822 Chad Valley,New Haven,CT,East Hartford,2.7
320222 Santos Stream,New Haven,CT,Downtown New London,3.2
145800 Maple Street,Bridgeport,CT,East Hartford,2.7
507882 Cedar Lane,Bridgeport,CT,Downtown Stamford,9.4
1538908 Pine Drive,Waterbury,CT,North New Haven,7.1
1644336 Cedar Lane,Waterbury,CT,Downtown Stamford,9.4
898392 Omar Park,New Haven,CT,East Hartford,2.7
1499955 Chad Valley,New Haven,CT,North New Haven,7.1
937314 Chad Valley,New Haven,CT,East Hartford,2.7
1266707 Santos Stream,Rochester,CT,South Norwalk,7.0
573136 Cedar Lane,Rochester,CT,Downtown New London,3.2
870129 Oak Avenue,Rochester,CT,Downtown New London,3.2
1484200 Dawson Terrace,Trenton,CT,Downtown New London,3.2
985184 Omar Park,Trenton,CT,North New Haven,7.1
1422420 Elm Circle,Trenton,CT,East Hartford,2.7
794094 Elm Circle,Trenton,CT,North New Haven,7.1
1003142 Santos Stream,Trenton,CT,Downtown Stamford,9.4
1626240 Omar Park,Albany,CT,South Norwalk,7.0
557512 Santos Stream,New Haven,CT,Downtown Stamford,9.4
1528097 Pine Drive,New Haven,CT,South Norwalk,7.0
132714 Dawson Terrace,New Haven,CT,Downtown New London,3.2
1547969 Dawson Terrace,Stamford,CT,South Norwalk,7.0
726180 Pine Drive,Elizabeth,NJ,South Trenton,1.0
222162 Pine Drive,Elizabeth,NJ,Downtown Camden,1.3
659564 Alison Bridge,Elizabeth,NJ,South Trenton,1.0
1303445 Alison Bridge,Rochester,CT,Downtown New London,3.2
339264 Oak Avenue,Rochester,CT,Downtown Stamford,9.4
1618775 Cedar Lane,Rochester,CT,South Norwalk,7.0
743182 Alison Bridge,New York,NY,South Staten Island,6.3
1379385 Dawson Terrace,Jersey City,CT,Downtown Stamford,9.4
1597672 Elm Circle,Jersey City,CT,Downtown Stamford,9.4
358484 Maple Street,Syracuse,CT,South Norwalk,7.0
1480470 Elm Circle,New York,NY,West Bronx,1.7
1184657 Santos Stream,New York,NY,South Bronx,3.6
1504072 Chad Valley,New York,NY,North Staten Island,2.0
1374750 Maple Street,Bridgeport,CT,East Hartford,2.7
1639596 Chad Valley,Syracuse,CT,East Hartford,2.7
1728570 Oak Avenue,Syracuse,CT,North New Haven,7.1
392904 Santos Stream,New York,NY,Midtown West,6.1
1274878 Santos Stream,New York,NY,Northern Queens,9.3
1391366 Elm Circle,Elizabeth,NJ,South Trenton,1.0
205968 Maple Street,Elizabeth,NJ,Downtown Camden,1.3
1569520 Pine Drive,Syracuse,CT,South Norwalk,7.0
1632967 Pine Drive,Syracuse,CT,Downtown New London,3.2
86574 Omar Park,Syracuse,CT,Downtown New London,3.2
868053 Chad Valley,Rochester,CT,Downtown New London,3.2
129080 Santos Stream,New Haven,CT,East Hartford,2.7
1437255 Oak Avenue,New Haven,CT,Downtown Stamford,9.4
590720 Maple Street,New Haven,CT,Downtown Stamford,9.4
145913 Elm Circle,Hartford,CT,Downtown Stamford,9.4
887040 Alison Bridge,Hartford,CT,Downtown Stamford,9.4
61017 Maple Street,Trenton,CT,East Hartford,2.7
497650 Oak Avenue,Trenton,CT,East Hartford,2.7
770016 Pine Drive,Trenton,CT,East Hartford,2.7
1846444 Dawson Terrace,Syracuse,CT,North New Haven,7.1
591107 Omar Park,Syracuse,CT,Downtown Stamford,9.4
1449828 Dawson Terrace,Hartford,CT,North New Haven,7.1
1641675 Pine Drive,Hartford,CT,North New Haven,7.1
126208 Omar Park,Hartford,CT,Downtown New London,3.2
471678 Alison Bridge,Hartford,CT,Downtown Stamford,9.4
1692638 Chad Valley,Hartford,CT,South Norwalk,7.0
1788358 Maple Street,Hartford,CT,North New Haven,7.1
1571700 Dawson Terrace,Waterbury,CT,Downtown Stamford,9.4
496887 Santos Stream,Waterbury,CT,Downtown Stamford,9.4
1422568 Oak Avenue,Waterbury,CT,Downtown Stamford,9.4
139725 Pine Drive,Trenton,CT,North New Haven,7.1
740008 Dawson Terrace,Trenton,CT,North New Haven,7.1
1057455 Elm Circle,Trenton,CT,Downtown Stamford,9.4
1183044 Maple Street,Newark,CT,East Hartford,2.7
659051 Omar Park,Newark,CT,Downtown New London,3.2
308220 Maple Street,Newark,CT,North New Haven,7.1
743862 Alison Bridge,Stamford,CT,North New Haven,7.1
86020 Santos Stream,Stamford,CT,East Hartford,2.7
787691 Elm Circle,Stamford,CT,Downtown Stamford,9.4
986544 Pine Drive,Bridgeport,CT,East Hartford,2.7
1414115 Santos Stream,Bridgeport,CT,East Hartford,2.7
251116 Elm Circle,Hartford,CT,Downtown Stamford,9.4
76875 Cedar Lane,Paterson,CT,North New Haven,7.1
913612 Omar Park,Paterson,CT,North New Haven,7.1
1616097 Santos Stream,Paterson,CT,Downtown Stamford,9.4
1616958 Pine Drive,Stamford,CT,Downtown New London,3.2
1875242 Dawson Terrace,Stamford,CT,South Norwalk,7.0
565880 Oak Avenue,Stamford,CT,East Hartford,2.7
443916 Cedar Lane,Stamford,CT,Downtown Stamford,9.4
1720148 Pine Drive,Stamford,CT,South Norwalk,7.0
1862287 Chad Valley,Rochester,CT,Downtown New London,3.2
1228368 Oak Avenue,Rochester,CT,East Hartford,2.7
1421290 Maple Street,Elizabeth,NJ,East Elizabeth,4.5
352682 Oak Avenue,New York,NY,South Staten Island,6.3
375513 Chad Valley,New York,NY,Lower West Side,1.5
734432 Chad Valley,Newark,CT,East Hartford,2.7
530809 Cedar Lane,Newark,CT,East Hartford,2.7
657720 Pine Drive,Newark,CT,North New Haven,7.1
83204 Pine Drive,Waterbury,CT,East Hartford,2.7
1663068 Omar Park,Waterbury,CT,Downtown New London,3.2
210123 Dawson Terrace,Buffalo,NY,Midtown West,6.1
577670 Pine Drive,Trenton,CT,North New Haven,7.1
1419355 Chad Valley,Syracuse,CT,North New Haven,7.1
747024 Dawson Terrace,Syracuse,CT,Downtown New London,3.2
1530879 Alison Bridge,Albany,CT,East Hartford,2.7
1182454 Pine Drive,Albany,CT,Downtown Stamford,9.4
1183077 Alison Bridge,Elizabeth,NJ,East Elizabeth,4.5
389500 Alison Bridge,Elizabeth,NJ,Mid New Brunswick,7.6
583607 Oak Avenue,Elizabeth,NJ,South Trenton,1.0
758898 Pine Drive,Elizabeth,NJ,East Elizabeth,4.5
666050 Maple Street,Rochester,CT,North New Haven,7.1
776832 Dawson Terrace,Rochester,CT,East Hartford,2.7
85725 Alison Bridge,Paterson,CT,East Hartford,2.7
26684 Chad Valley,Hartford,CT,East Hartford,2.7
1491274 Chad Valley,Hartford,CT,North New Haven,7.1
1679040 Chad Valley,Jersey City,CT,Downtown New London,3.2
1832640 Alison Bridge,Syracuse,CT,East Hartford,2.7
848040 Chad Valley,Syracuse,CT,Downtown New London,3.2
1901445 Omar Park,Syracuse,CT,Downtown New London,3.2
665376 Cedar Lane,Buffalo,NY,Lower West Side,1.5
1057889 Maple Street,Buffalo,NY,Midtown East,2.1
401940 Maple Street,Buffalo,NY,East Bronx,5.7
1399865 Pine Drive,Syracuse,CT,Downtown New London,3.2
1467656 Oak Avenue,Syracuse,CT,South Norwalk,7.0
638361 Alison Bridge,Syracuse,CT,South Norwalk,7.0
404698 Pine Drive,Buffalo,NY,West Bronx,1.7
784871 Elm Circle,Buffalo,NY,Lower East Side,6.8
55680 Maple Street,Buffalo,NY,West Bronx,1.7
126786 Chad Valley,Newark,CT,Downtown New London,3.2
1574118 Cedar Lane,Newark,CT,East Hartford,2.7
471135 Maple Street,Bridgeport,CT,North New Haven,7.1
888888 Dawson Terrace,Bridgeport,CT,North New Haven,7.1
433125 Chad Valley,Bridgeport,CT,Downtown Stamford,9.4
1097820 Chad Valley,Waterbury,CT,East Hartford,2.7
738041 Oak Avenue,Waterbury,CT,East Hartford,2.7
574544 Pine Drive,Waterbury,CT,North New Haven,7.1
1425531 Santos Stream,Paterson,CT,North New Haven,7.1
102290 Santos Stream,Paterson,CT,East Hartford,2.7
1342045 Elm Circle,Paterson,CT,South Norwalk,7.0
1499232 Omar Park,Syracuse,CT,Downtown Stamford,9.4
641756 Cedar Lane,Paterson,CT,South Norwalk,7.0
1127522 Cedar Lane,Stamford,CT,Downtown New London,3.2
735300 Omar Park,Stamford,CT,North New Haven,7.1
619520 Pine Drive,Stamford,CT,North New Haven,7.1
195637 Maple Street,New York,NY,Midtown East,2.1
643416 Cedar Lane,Buffalo,NY,North Staten Island,2.0
740698 Chad Valley,New York,NY,Lower East Side,6.8
221160 Dawson Terrace,New York,NY,Downtown Manhattan,1.7
1352877 Maple Street,New York,NY,Upper West Side,7.7
1712844 Maple Street,Hartford,CT,South Norwalk,7.0
1583545 Cedar Lane,Bridgeport,CT,East Hartford,2.7
1936224 Pine Drive,Bridgeport,CT,South Norwalk,7.0
608785 Pine Drive,Bridgeport,CT,Downtown New London,3.2
455364 Oak Avenue,Syracuse,CT,East Hartford,2.7
566577 Elm Circle,Syracuse,CT,South Norwalk,7.0
786992 Dawson Terrace,Syracuse,CT,South Norwalk,7.0
1036868 Maple Street,Paterson,CT,Downtown Stamford,9.4
132600 Oak Avenue,Paterson,CT,South Norwalk,7.0
148276 Santos Stream,Paterson,CT,Downtown Stamford,9.4
1817312 Alison Bridge,Hartford,CT,Downtown New London,3.2
1140552 Santos Stream,Hartford,CT,South Norwalk,7.0
1369754 Omar Park,Paterson,CT,Downtown Stamford,9.4
527850 Santos Stream,Syracuse,CT,East Hartford,2.7
379464 Elm Circle,Syracuse,CT,North New Haven,7.1
1720203 Cedar Lane,Waterbury,CT,Downtown New London,3.2
1233540 Oak Avenue,Waterbury,CT,East Hartford,2.7
1069614 Oak Avenue,Waterbury,CT,East Hartford,2.7
1526840 Alison Bridge,Albany,CT,Downtown New London,3.2
243164 Cedar Lane,Jersey City,CT,East Hartford,2.7
1801116 Pine Drive,Jersey City,CT,East Hartford,2.7
162929 Oak Avenue,Jersey City,CT,Downtown Stamford,9.4
119804 Omar Park,Paterson,CT,North New Haven,7.1
624870 Pine Drive,Paterson,CT,East Hartford,2.7
786400 Omar Park,Rochester,CT,North New Haven,7.1
1306088 Elm Circle,Rochester,CT,Downtown Stamford,9.4
360144 Pine Drive,Rochester,CT,Downtown New London,3.2
295350 Pine Drive,Hartford,CT,North New Haven,7.1
738750 Omar Park,Paterson,CT,Downtown Stamford,9.4
67014 Maple Street,Albany,CT,Downtown Stamford,9.4
151844 Pine Drive,Albany,CT,Downtown Stamford,9.4
992419 Chad Valley,Albany,CT,North New Haven,7.1
228984 Pine Drive,Buffalo,NY,South Bronx,3.6
1370650 Omar Park,Rochester,CT,East Hartford,2.7
644176 Oak Avenue,Rochester,CT,Downtown Stamford,9.4
743352 Pine Drive,Rochester,CT,Downtown New London,3.2
1422182 Dawson Terrace,New York,NY,South Bronx,3.6
1648507 Omar Park,New York,NY,Lower East Side,6.8
532620 Maple Street,Bridgeport,CT,Downtown Stamford,9.4
1432263 Dawson Terrace,Bridgeport,CT,Downtown New London,3.2
57478 Cedar Lane,Bridgeport,CT,East Hartford,2.7
525495 Alison Bridge,Syracuse,CT,Downtown Stamford,9.4
261888 Oak Avenue,Syracuse,CT,North New Haven,7.1
303705 Elm Circle,Syracuse,CT,North New Haven,7.1
1487514 Cedar Lane,New York,NY,East Bronx,5.7
568282 Chad Valley,Albany,CT,Downtown New London,3.2
91448 Alison Bridge,Albany,CT,North New Haven,7.1
916929 Elm Circle,Albany,CT,South Norwalk,7.0
1012910 Pine Drive,Syracuse,CT,Downtown New London,3.2
1821765 Alison Bridge,New York,NY,West Bronx,1.7
290832 Cedar Lane,New York,NY,Lower East Side,6.8
141503 Maple Street,Buffalo,NY,Upper East Side,8.0
925216 Maple Street,Buffalo,NY,North Staten Island,2.0
243390 Dawson Terrace,Buffalo,NY,Lower West Side,1.5
449100 Maple Street,New Haven,CT,North New Haven,7.1
197703 Omar Park,New Haven,CT,Downtown New London,3.2
1824174 Dawson Terrace,New Haven,CT,Downtown New London,3.2
177911 Cedar Lane,New Haven,CT,East Hartford,2.7
896000 Cedar Lane,New Haven,CT,Downtown Stamford,9.4
